pair_id,job_title,full_job_description,full_resume_text,gold_standard_pct,ai_score_pct,error_margin
142,Executive Assistant to CEO at Chartis Federal (Hybrid: Remote ...,"chatterboss is recruiting for a directhire role at chartis federal

about chartis federal

chartis federal is a systems engineering and integration firm that specializes in missioncritical it and communications for public safety law enforcement homeland security and defense we have more than  staff in  states providing services and solutions across the globe with yearoveryear growth chartis has been a member of the washington technology fast  two times and ranked on the inc  five consecutive years

notably chartis is among the highest awarded prime contractors on the  department of homeland security dhs tactical communications strategic sourcing vehicle taccom i and taccom ii

our mission is to keep americas heroes safe and connected  on the battlefield on the border and in our backyards

learn more about chartis federal here

the opportunity

this is an exciting opportunity for an executive assistant hybrid role with  days remote and  day in the office at the dc metro location this pe","Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Web Technologies CSS, HTML, RESTful Web Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details 
 BE   Dr.BAMU,Aurangabad
Python Developer 

Python Developer - Arsys Inovics pvt ltd
Skill Details 
CSS- Exprience - 31 months
DJANGO- Exprience - 31 months
HTML- Exprience - 31 months
MYSQL- Exprience - 31 months
PYTHON- Exprience - 31 months
web services- Exprience - Less than 1 year months
Logger- Exprience - Less than 1 year months
Mongodb- Exprience - Less than 1 year months
json- Exprience - Less than 1 year months
Unix- Exprience - Less than 1 year months
Rest- Exprience - Less than 1 year months
Sqlit3- Exprience - Less than 1 year monthsCompany Details 
company - Arsys inovics pvt ltd
description - Project - F-MAS (Frequency Monitoring and Analysis Systems - (F-MAS))

F-MAS is a project for manag",42,38,4
143,IT Help Desk Technical Support Agent (Remote/Telecommute),"why compucom overview

fully remotetelecommute positionwork from homewfhcompucom is now a part of the office depot family of companies come join a growing global company that has a laidback culture values your skills focuses on growing your career and promotes worklife balance competitive pay a generous timeoff policy and full benefits including  with matching are included in our benefits package this role reports to and partners with our offices in louisville ky and ft mill sc while working from home

our it help deskservice desk technical support agents spend their day on the phone coordinating diagnosing and troubleshooting incoming employee calls for a wide variety of clients and industries they are the first point of contact and representative for all support service requests these are requests for support for technicalit issues involving desktop and laptop application software or network services from local personnel or from employees using remote network access

what we need  wh","Skills Exceptional communication and networking skills Successful working in a team environment, as well as independently Ability to work under pressure and multi-task Strategies & Campaigns Corporate Communications MIS Reporting & Documentation Training & Development Sales Support & Back Office Operations New Process Development & Launch Handling customer escalationsEducation Details 
 BACHELOR OF BUSINESS ADMINISTRATION BUSINESS ADMINISTRATION  ICFAI Business School
    Integrated Institute Of Management &Technology
    HIGHER SECONDARY SCHOOL, B.I.S.S School
   Delhi, Delhi SENIOR SECONDARY SCHOOL, Delhi Public School
Senior Manager - PMO 


Skill Details 
TRAINING- Exprience - 30 months
DOCUMENTATION- Exprience - 16 months
OPERATIONS- Exprience - 16 months
SALES- Exprience - 8 months
CORPORATE COMMUNICATIONS- Exprience - 6 monthsCompany Details 
company - 
description - Review and understand existing business processes to identify functional requirements to eliminate
waste, improve",46,50,4
144,Administrative Assistant,"this position is located on rikers islandphysician affiliate group of new york pagnyis comprised of nearly  physicians and healthcare professionals who provide services to nyc health hospitals hh the largest public health system in the united states

our practitioners are highly skilled professionals with outstanding credentials who deliver the highest level of quality healthcare to patients throughout new york city

eoe mfdvbesides providing administrative and human resources services pagny also fosters an environment in its partner hospitals that allows healthcare professionals to identify and implement best practices across institutions promote training academic and research opportunities develop multidisciplinary integrated clinical service lines build new systems of care and address the impact of anticipated major changes in the nations healthcare systemwith approximately  admissions per year and  average daily population the nyc jail system is among the largest in the nationthe d","I Other Skills Course/Skill Name Board Year Of Passing Grade Intermediate Grade Drawing Art Examination Committee, 2011 B Examination Maharashtra State I Academic Programme Detail National Service Scheme (Camp): - Sponsored By Government of India Ministry Of Youth Affairs And Sports, New Delhi & North Maharashtra University, Jalgaon. I Strengths â¢ Ability to Learn From Mistakes. * Honesty â¢ Ready to accept challenges and responsibilities. * Quick learning, adaptability, confidence. I Declaration I /201 Your faithfully, Pia .. . . ( Jetalal Hiralal Gorbanjara)Education Details 
May 2010 HSC  Nashik, Maharashtra State Board
June 2008 SSC  Nashik, Maharashtra State Board
Asst.Professor 

Asst.Professor
Skill Details 
Company Details 
company - Kisan Arts
description - - Total Work Experience ( In Months)
Sr.       Name of Organization / College        Designation              Working Period          Total Experience
No.		( In Months)
From            To
1.        Kisan Arts, Commerce &",40,39,1
145,Sales Associate," descriptionour customers come to us to fulfill a need complete a project on their boat or gather items for a great day on the water
 as a sales associate customers rely on you for product knowledge and to understand the features values and benefits of our products
 you are comfortable engaging in customer discussions to fulfill their immediate needs while shopping as well as recommend additional items or services that will complement their boating experience
 you and your team are key to ensuring they leave with the right products to make that happen
 each interaction with a west marine customer is an opportunity for you to exceed expectations and ensure they remain a loyal customer
 qualificationskeen interest in providing great customer interactions and service while sharing knowledge and passion about west marine products
 ability to process a wide variety of transactions to help customers seamlessly complete their purchases
 strong communication skills comfortable in small groups ","Education Details 

Electrical engineering 


Skill Details 
Microsft office and excell, power point- Exprience - 120 monthsCompany Details 
company - Indian Navy
description - ACADEMIA
â¢ Matric
â¢ Diploma in Electrical Engineering
â¢ Nuclear biological Chemical Defence and Damage Control including Fire fighting
â¢ Leadership Certificate Course		-	02 weeks
â¢ Management Certificate Course		-	04 weeks
â¢ Advance Fire Fighting including Industrial
Safety		-	24 weeks",33,35,2
146,"Manager, Commerce Marketing"," manager commerce marketing
 cincinnati columbus or working remote usa
 senior manager commerce marketing
 develops customerbased shopper marketing strategies and activation across omnichannel retailer platforms
 represents commerce marketing discipline with customers as needed inclusive of connectivity with retailer marketing teams regular business reviews joint business planning and toptotop meetings
 works within other customerfocused support teams ie sales category customer commercialization etc
 to ensure program objectives are aligned with key internal and customer stakeholders
 provides subject matter expertise in commerce marketing ie digital targeting connected commerce point of sale retailer media measurement tools etc
 in relation to customer
 strategy planning  analysis 
 lead the development and execution of commerce marketing programs and ensuring all customer marketing decisions are made in the best interest of the total company
 customer marketing general manager ensuri","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Participated in Avishkar 2017 conducted by Savitribai Phule Pune University. 5. Project idea submitted in Accenture Innovation 2018, Pune. 6. Brought sponsorship of Rs. 15,000 from Platinum Auto (formerly Royal Enfield) in 2017, Pune. 7. Secured 1 st Rank for college level competition of Poster presentation on Smart ambulance in 2017, Pune. 8. Organized IEEE workshop on âExcellence in English and Public Speakingâ in 2017, Pune Workshops attended: 1. Successfully completed 4 daysâ workshop on âMe",41,46,5
147,Bilingual Care Advocate (Hebrew),"this job description states that it is remote for new york ny but that you must reside in new jersey even though you live in nyc im sharing this opportunity with you because descriptions are often contradictory and copiedpasted you may still be eligible for the position if interested i encourage you to reach out and ask if you would a candidate

full job description
maven is the largest virtual clinic for womens and family health offering continuous holistic care for fertility pregnancy and parenting mavens awardwinning digital programs are trusted by leading employers and health plans to reduce costs and drive better health outcomes for both parents and children founded in  by ceo kate ryder maven has supported more than  million women and families to date maven has raised more than  million in funding from leading investors including sequoia oak hcft dragoneer investment group and lux capital
an awardwinning culture working towards an important mission  maven clinic is a recipient of","Skills: â¢ ETL â¢ Data Warehousing â¢ SQL/PL SQL â¢ Basic Core Java â¢ Basic Python Tools: â¢ SAP BODS â¢ SAP BO â¢ Oracle 11g â¢ Sybase Education Details 
August 2008 to July 2012 Bachelor of Engineering Navi Mumbai Panvel, Maharashtra Mumbai University
June 2006 to May 2007 B.E Computer Engineering Navi Mumbai, Maharashtra Ryan International School
SAP BO/BODS Developer/Administrator, Tata Consultancy Services Limited 

SAP BP/BODS Developer/Administrator, Tata Consultancy - SAP BODS
Skill Details 
DATA WAREHOUSING- Exprience - 6 months
SAP BO ADMIN- Exprience - Less than 1 year months
SAP BODS- Exprience - Less than 1 year months
ETL- Exprience - Less than 1 year months
BASIC CORE JAVA- Exprience - Less than 1 year months
SAP BO- Exprience - Less than 1 year months
SAP BODS ADMIN- Exprience - Less than 1 year months
BASIC PYTHON- Exprience - Less than 1 year monthsCompany Details 
company - SAP BODS
description - â¢ 
Client: Royal Bank of Canada

â¢ Developed BODS jobs an",32,25,7
148,Marketing Analytics Manager,"job description

this is an incredible opportunity to join a new team and practice within the larger corporate marketing team in an entrepreneurial startup environment with the resources of a year established brand in digital business transformation

our data  insights team brings data insights data science marketing technology operations lead management and prospect management into one to support our global marketing team we are a diverse global team which leads the dissemination of insights data and performance reporting to the rest of the organization

this role requires someone who is eager to search for uncover and present insights to our marketing team and executives that will shape the direction of the business and our revenue growth to enable this this individual brings together with ease technology analytics and clear communication of insights this individual brings together data across channels teams and tools to weave together a meaningful story of what resonates with our cl","COMPUTER PROFICIENCY â¢ Basic: MS-Office (PowerPoint, word, Outlook, Excel) â¢ Language Known: Basics of C, CPP, Java. â¢ Basics of Networking â¢ Basics command of Linux PROJECT DETAILS Minor Project Details: â¢ Title: Applocker for Android. â¢ Project Area: Android Application. â¢ Description: Applocker provides the protection of the System applications as well as the Third party applications installed in the Android devices. The password protection is provided with the help of patterns of volume keys. Hence, an extra measure of privacy is acquired. Major Project Details: â¢ Title: Online Complaint System For Cyber Crimes. â¢ Project Area: Android Application â¢ Description: Online Complaint System for Cyber Crimes is an android application which will be in use after a person lodged a complaint in Police station regarding cyber crime but no action has been taken against it within the prescribed time constraint. Such person will directly use this application which will help h",38,46,8
149,"Office Specialist I, Behavioral Health, Full Time/Days","
what do you think about this type of role

job summary
 signon bonus
were hiring an office specialist i for the behavioral health outpatient department in jacksonville florida this is a fulltime days position located at baptist southbank plaza downtown
the office specialist will support the behavioral health department to accurately register all patients and update demographic and insurance information for maintenance of accurate information this position requires an individual who can multitask and obtains excellent written and verbal communication organizational skills and a previous experience in clerical work
shift details mondayfriday 
office specialist i behavioral health outpatient department job responsibilities 
providing business services for patients and the healthcare systemensuring accurate patient registrationposting patient charges and paymentsoperating a multiline phone system while maintaining telephone protocolsassisting patients as needed become a certified transcra","Skill Sets: â¢ Multi-tasking â¢ Collaborative â¢ Optimistic Thinking â¢ Effective teamleader/team trainer â¢ Visualizing the work which is to be done â¢ Good Grip on Communication â¢ Various Languages Known â¢ Value loyalty and is loyal towards my responsibility â¢ Compatible working with MS officeEducation Details 
January 2017 MBA Marketing & Sales  Amity University
January 2015 Bsc. Hotel Management  P.S.G College of arts and sciences
    Institution/University/Board
Sales Manager 

Sales and Marketing Management
Skill Details 
MS office- Exprience - 4 monthsCompany Details 
company - Cohesive Technologies
description - I am responsible for Managing company's business in Mumbai area,along with branch Manager,I follow up leads given to me by my corporate office, I meet them personally give them the best solutions and product suitable for their business, I even generate leads by myself by calling up the clients through cold call,My job is like an entrepreneur here, which basi",52,51,1
150,"Integrated Marketing, VP (Retirement Group)","description

about this role

overview

with most of the assets we manage related to retirement our firm has an important responsibility to help people all over the world to live out their later years with dignity and security since pioneering the target date fund almost  years ago we continue to pride ourselves on building communicating and delivering leading retirement solutions  keeping our clients at the heart of everything we do we combine teams of professionals with knowledge in the different functions required to make this effort successful including relationship management  sales investment strategy marketing and product managementultimately building a better retirement for all

the vice president integrated marketing will be a critical member of the retirement marketing team which focuses on client engagement product marketing and content marketing to accelerate commercial growth this person will collaborate closely with the retirement group as well as with partners across glo","Technical Skills (Trained / Project Acquired Skills) â¢ Languages Known: C, C++, J2EE, Spring, Hibernate. â¢ Testing: Functional Testing, Manual Testing. â¢ Operating Systems: Windows & Linux. â¢ Packages: MS-office. â¢ Databases: My SQL & PostgreSQL.Education Details 
January 2013 to January 2017 B.E Computer Science and Engineering  RTMNU University - Jhulelal Institute of Technology
January 2011 to January 2013 HSC  Nagpur, Maharashtra Maharashtra State Board - Dayanand Arya Kanya Junior College
January 2010 to January 2011 SSC  Nagpur, Maharashtra Maharashtra State Board
Java Developer 

Java Developer - Inouvelle Ventures Private Limited
Skill Details 
J2EE- Exprience - 17 months
C++- Exprience - 6 months
DATABASES- Exprience - 6 months
FUNCTIONAL TESTING- Exprience - 6 months
LINUX- Exprience - 6 monthsCompany Details 
company - Inouvelle Ventures Private Limited
description - Nagpur.
1.   Project name: Stock Management System		December 2017 - Till Date
Language of implement",42,47,5
151,Retail Sales Associate - Part time,"style is never in short supply at our more than  tj maxx stores they all have different products but the same commitment to the thrill of the find from designers straight off the runway to statement jewelry we offer exciting surprises that make the everyday a little more fun same with working here our environment is everchanging yet always encouraging each shift is a new opportunity to discover different

posting notes tj maxx store    maple ave  zanesville  oh  

job summary

responsible for delivering a highly satisfied customer experience demonstrated by engaging and interacting with all customers embodying customer experience principals and philosophy and maintaining a clean and organized store environment adheres to all operational merchandise and loss prevention standards may be crosstrained to work in multiple areas of the store in order to support the needs of the business

responsibilities
 role models established customer experience practices with internal and external custom","Key Skills - Requirement Gathering - Requirement Analysis -Design Specifications - Client Communication - System Documentation - Problem solving - SDLC Operating Systems: Windows OS, UNIX (Linux/Ubuntu) Languages: Java, C++ Web Languages: JavaScript, HTML Tools: Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, JformDesigner, JIRA, Microsoft D365 Other Skills: Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified. Education Details 
January 2012 BE Electronics Mumbai, Maharashtra Mumbai University
January 2006    Maharashtra State Board
Business Analyst 

Business Analyst - Intertek India Pvt Ltd
Skill Details 
SDLC- Exprience - 75 months
VISIO- Exprience - 60 months
REQUIREMENT GATHERING- Exprience - 15 months
Documentation- Exprience - Less than 1 year months
Functional Testing- Exprience - Less than 1 year months
Business Analysis- Exprience - Less than 1 year months
Jira- Exprience - Less than 1 year",49,47,2
152,Marketing Advisor,"at compass we envision a world where the experience of selling or buying a home is simple and pleasant for everyone founded in  compass provides an endtoend platform that empowers residential real estate agents to deliver exceptional service to their seller and buyer clients all in service of our mission to help everyone find their place in the world

team overview

compass seeks a marketing advisor based in new york to join the team that shapes all of our agents marketing and branding projects from concepts and development through implementation and tracking at compass our agents are our brand and vice versa when their marketing excels then our company does this team provides vital account services and strategy to our agents to help their marketing efforts be the best they can be

you will work collaboratively with the industries best inhouse marketing  creative team as well as key external vendors to execute a wide variety of initiatives and help ensure cohesion between the compass b","Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details 
May 2016 B.E. Savitribai Phule Pune, Maharashtra Pune University
March 2010 S.S.C   Maharashtra Board
DevOps Engineer 


Skill Details 
C- Exprience - 6 months
C++-",60,63,3
153,Organized Retail Crime Investigator- Virtual- Columbus,"position description
position purpose
orc investigators hdihome depot investigations are responsible for the direction and support of organized retail crime orc investigations within a specified area of the company orc investigators will work with various business partners corporate security dot com rdos apms and aps and leverage all available investigative tools to eliminate and reduce company exposure to external theft key responsibilities include analyzing information determination of exception data to drive investigation communication and coordination of information to field teams and other partners management of the investigative process coordination with law enforcement to ensure effective prosecution and restitution recovery coordination with orc analysts to develop new exception data management of remote cctv viewing to support investigative efforts and case trend analysis to drive performance and to make recommendations to mitigate theft exposure orc investigators must be able","Operating Systems Windows XP, 7, 10. Tools/Packages Visual Basic 6.0, UML, Packet Tracer Web technologies Core java, Advance java, JSP, Hibernate, Spring Languages known C, C++ Databases SQL AREAS OF INTEREST â¢ Software Development â¢ Programming Academic Projects Details Diploma: Title: Banking Software Description: We used GSM technology for transaction of message for a security purpose. Environment/OS: Windows XP Technologies used frontend: visual basic 6.0 Backend: oracle 9i BE: Title: Single Sign On Description: We have created ""single sign on"" mechanism for network security. Environment/OS: Windows 7 Technologies Used Frontend: java Backend: Oracle 10g ME: Title: Text Based Graphical Password To Overcome Shoulder Surfing Attacks Description: I have created a most secure password system using Random Printing Algo. Environment/OS: Windows 10 Technologies used: Frontend: Java Backend: MySQL Company: Title: Agriculture Management System Description: Created Web application for Agr",44,46,2
154,Diversion Investigator,"

duties
the dea stores assessment results for one year and applies assessment scores to other job announcements applicants apply to that require the same assessment if a candidate has completed the equivalent dea assessment in the previous  months the dea will refer to the previously earned score and the applicant will not be asked to retest prior to test score expiration or to participate in the structured interview

positions will be filled in multiple geographic locations nationwide selectees may be required to relocate as a condition of employment selectee placement will be based on requirements of the agency to effectively meet goals and objectives

diversion investigators enforce the controlled substances act csa and the chemical diversion and trafficking act cdta regarding the manufacture distribution and dispensing of legally produced controlled substances and listed chemicals in order to prevent diversion of controlled substances and listed chemicals into the illicit market w","Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University
QA/QC Civil Engineer 

QA/QC Civil Engineer
Skill Details 
Company Details 
company - Ray Engineering Limited
description - Mumbai, India.
Consultancy: Jacobs Engineering India Limits. (United States Company)
Client: Glaxo Smith Kline (GSK), Nashik, India.
Position: QA/QC Civil Engineer.

Project Summary:
Glaxo Smith Kline (GSK) is British multinational pharmaceutical Company in India. USD 150 million Building project of GSK.
The Project involving in Medicine Manufacturing plant, Effluent Treatment plant
(ETP), Effluent Drain line and storm water line.

Duties & Responsibilities:

â¢	All site inspection shall be carried out vise an official Inspection and Test Request
(ITR) submitted by the Contractor through the proper channels
â¢	Develop method statement for the activity including risk assessment and job safety
environmental analysis and Inspection Test Plan and Checklist based on spe",52,54,2
155,Data Entry Operator - REMOTE,"we are seeking a detailoriented remote data entry operator to compile capture and maintain our digital database as a data entry operator you will be required to compile merge and format documents for data entry check documents for errors input data and update the database and manage the digital filing systems

to be a successful data entry operator you should possess excellent typing skills and be attentive to detail skilled data entry operators should be able to quickly identify data errors and demonstrate precision in their work

responsibilities
 gathering collating and preparing documents materials and information for data entry
 conducting research to obtain information for incomplete documents and materials
 creating digital documents from paper or dictation
 reviewing all documents and information for accuracy and informing the supervisor of any errors or inconsistencies
 capturing data into digital databases and performing regular backups
 updating and maintaining databases arc","Personal Skills: â¢ Good verbal and written communication skills â¢ Ability to deal with people diplomatically â¢ Willingness to learn Other Qualifications: â¢ Seema Institute Ansalon: Body massage and scalp, Swedish, Thai body, Foot Reflexology, Aromatherapy. Completed course of 2 months. â¢ Talwalkars: Fitness academy with gym and aerobics. Completed 3 months course in fitness training. â¢ Radio Bhavan, The Career Super Market: Hotel and Front Office Management. Completed course of 3 months. â¢ Slender Gender: Done diploma in Spa Management, (4 Months)Education Details 

Fitness Trainer cum Team Leader 

Fitness Trainer cum Team Leader - Think Healthy
Skill Details 
Company Details 
company - Think Healthy
description - Job Responsibilities:
â¢ Perform related duties and responsibilities as assigned.
â¢ Achieve Fitness Goal
â¢ Training people to do work outs in Gym. Handling customer s queries related therapies, Refreshers, etc
company - Raymond Gym
description - Job Respon",50,56,6
156,Virtual administrative assistant,"virtual administrative assistant
search more general virtual assistance jobs posted  days ago

only freelancers located in the us may apply
about us
fast growing real estate investment firm focussed on investments in the sunbelt looking for administrative assistant we are hard working competent and highly ethical and seeking the same    primary office in west palm beach florida  

administrative assistant job responsibilities
provide administrative support to ensure efficient operation of office  answers phone calls schedule meetings filing emailing typing scanning online research and making telephone inquiries   exhibit polite and professional communication via phone and email

administrative assistant skills and qualifications
reporting skills
administrative writing skills
microsoft office skills
managing processes
organization
analyzing information
professionalism
problem solving
verbal communication

education and experience requirements
high school diploma or equivalent education ","SKILLS 1. MS-Office 2. Good Communication skills and Convincing Power 3. Knowledge of sales and marketing 4. Customer sales management 5. Talent management 6. Direct sales management STRENGTHS 1. Dedication and dependability 2. Flexibility: able to work in taxing and demanding conditions on reasonably stretchable time slots 3. Team work: able to work cooperatively in a team and lead the team to success Education Details 

Sales manager 


Skill Details 
AND MARKETING- Exprience - 6 months
DIRECT SALES- Exprience - 36 months
MARKETING- Exprience - 6 months
OF SALES- Exprience - 36 months
SALES- Exprience - 36 monthsCompany Details 
company - Bajaj finance
description - 
company - Bajaj finance
description - SBI BANK AS A OFFICE ASSISTENCE FOR 1 YEAR
K G N SHOPE AS A OFFICE ASSISTENCE 6 MONTH
VODAFONE AS A TELLE CALLER 1 YEAR
Bajaj Finserv Ltd AS An Assistant Sales Manager 11 MONTH
Square Capital AS A Sales Manager 5 MONTH
At present working in Bajaj Housing Finance Ltd AS An Assistant S",68,74,6
157,Systems Administrator," descriptionprimary role and responsibilities full lifecycle management of windowsbased systems and related infrastructure
  windows systems administration related to group policies active directory dns etc
  diagnose and resolve issues associated with hardware application and software integration
  perform business continuity backup and recovery functions to ensure systems recovery
  monitor and troubleshoot systems to ensure security and compliance standards are adhered to
  serve as an it asset and technical resource on assigned projects or initiatives
 required qualifications  years of experience in administering microsoft windows systems
  strong technical aptitude in the following areas and technologies  microsoft windows server and application server ecosystem
  microsoft andor vmware virtualization platform
  active directory dns and dhcp administration
  group policy management and powershell scripting
  remote management and remediation tools
  backup and recovery disaster re","SKILLS C Basics, IOT, Python, MATLAB, Data Science, Machine Learning, HTML, Microsoft Word, Microsoft Excel, Microsoft Powerpoint. RECOGNITION Academic Secured First place in B.Tech.Education Details 
August 2014 to May 2018 B.Tech.  Ghatkesar, Andhra Pradesh Aurora's Scientific and Technological Institute
June 2012 to May 2014  Secondary Education Warangal, Telangana SR Junior College
Data Science 


Skill Details 
MS OFFICE- Exprience - Less than 1 year months
C- Exprience - Less than 1 year months
machine learning- Exprience - Less than 1 year months
data science- Exprience - Less than 1 year months
Matlab- Exprience - Less than 1 year monthsCompany Details 
company - 
description - ",54,51,3
158,Part-Time Retail Sales Associate,"at kohls our strategy is to become the most trusted retailer of choice for the active and casual lifestyle be part of a team culture that values diversity and inclusion works hard to help each other succeed and celebrates each others wins to deliver a bestinclass experience for our customers about the role in this role you will engage and connect with our customers by providing excellent customer service through our hospitality mentality approach you will offer information to the customer on current merchandise assortment store promotions and events and execute operational processes effectively and efficiently to drive sales

key accountabilities

support sales hospitality operations people and conversion through our shop  program

drive sales
 drive sales by providing an inspiring environment that motivates customers to add to their basket

build trust to solve the customer shopping needs
 leverage omni channel offerings to deliver a frictionless customer experience
 accurately delive","SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Programming â¢ Tools & Software know MATLAB. DBMS KEY STRENGTHS: â¢ Posse's Good communication and analytic skills. â¢ Positive thinking. Sincere, Hard work, Honesty, Responsibility. â¢ Enthusiastic to learn new skills & take up new tasks. â¢ Self - motivated. â¢ Ready to accept challenges Education Details 
January 2014 to January 2017 BE in computer science and engineering computer science engineering  Adichunchanagiri institute of technology chikmagalur
HR 


Skill Details 
DATABASE MANAGEMENT SYSTEM- Exprience - 6 months
DBMS- Exprience - 6 months
JAVA- Exprience - 6 months
MATLAB- Exprience - 6 monthsCompany Details 
company - Yours Truly
description - Jayashree H .K)",52,42,10
159,Front-End Engineer/UI Developer,"company description

about digitas

digitas is the connected marketing agency committed to helping brands better connect with people through truth connection wonder with diverse expertise in data strategy creative media and tech we work across capabilities and continents to make better connections and achieve ambitious outcomes through ideas that excite provoke and inspire curious and fully transparent we are always examining real human behavior to create authentic connectionsbetween brands and consumers clients and partners and ideas and outcomes digitas has  employees across  countries and  offices with an extended network via publicis media of over  employees present in more than  countries worldwide to connect with digitas or learn more visit 

what can you expect from us the groupe

a people first culture where exceptional product is crucial

with this mindset creating nurturing and leading by example to deliver the best ideas bar none as leo burnett himself said many years ago to","IT SKILLS â¢ Well versed with MS Office and Internet Applications and various ERP systems implemented in the company ie.SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000 etc PERSONAL DOSSIER Permanent Address: Bandra West, Mumbai 400 050Education Details 
 B.Com commerce Mumbai, Maharashtra Bombay University
   Mumbai, Maharashtra St. Andrews College
 DIM Business Management  IGNOU
Operations Manager 

Operations Manager - Landmark Insurance Brokers Pvt Ltd
Skill Details 
EMPLOYEE RESOURCE GROUP- Exprience - 6 months
ENTERPRISE RESOURCE PLANNING- Exprience - 6 months
ERP- Exprience - 6 months
MS OFFICE- Exprience - 6 months
Tally- Exprience - 6 monthsCompany Details 
company - Landmark Insurance Brokers Pvt Ltd
description - Jan 2019 till Date
About the Company
One of India Largest Insurance Brokerage firms with offices across 24 states PAN India and a part of the LandmarkGroup with an annual turnover of 2200 cr

Position: Operations Manager
Leading and overseeing a team of 12 people ",44,51,7
160,Site Administrative Assistant,"description

position at sbm management

sbm management is searching for a administrative assistant who is motivated and committed to providing outstanding customer service each and every day while ensuring a positive experience for each caller and visitor the ideal candidate will be selfmotivated and have excellent typing skills

responsibilities
 support site management with employee programs and services
 reads and routes incoming mail locates and attaches appropriate files to correspondence to be answered by employer
 organizes and maintains file system and files correspondence and other records
 answers and screens managers telephone calls and arranges conference calls
 coordinates managers the schedule and makes appointments
 greets scheduled visitors and conducts to appropriate area or person
 arranges and coordinates travel schedules and reservations
 conducts research and compiles and types statistical reports
 coordinates and arranges meetings prepares agendas reserves and pr","â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",42,49,7
161,Data Entry Clerk,"to apply please visit



to apply please visit

","Skills Exceptional communication and networking skills Successful working in a team environment, as well as independently Ability to work under pressure and multi-task Strategies & Campaigns Corporate Communications MIS Reporting & Documentation Training & Development Sales Support & Back Office Operations New Process Development & Launch Handling customer escalationsEducation Details 
 BACHELOR OF BUSINESS ADMINISTRATION BUSINESS ADMINISTRATION  ICFAI Business School
    Integrated Institute Of Management &Technology
    HIGHER SECONDARY SCHOOL, B.I.S.S School
   Delhi, Delhi SENIOR SECONDARY SCHOOL, Delhi Public School
Senior Manager - PMO 


Skill Details 
TRAINING- Exprience - 30 months
DOCUMENTATION- Exprience - 16 months
OPERATIONS- Exprience - 16 months
SALES- Exprience - 8 months
CORPORATE COMMUNICATIONS- Exprience - 6 monthsCompany Details 
company - 
description - Review and understand existing business processes to identify functional requirements to eliminate
waste, improve",44,49,5
